Movie Name,Genre,Country,Time Line,Opening Date
무간도 3 - 종극무간,"범죄, 드라마",홍콩,117분,"2011.09.08 재개봉,  2004.07.02 개봉"
신세계,"범죄, 드라마",대한민국,134분,"2020.05.21 재개봉,  2013.02.21 개봉"
스카페이스,"범죄, 드라마, 액션",미국,170분,1984.12.08 개봉
프라이멀 피어,"범죄, 드라마, 미스터리, 스릴러",미국,131분,1996.05.24 개봉
프라미싱 영 우먼,"범죄, 드라마, 스릴러",미국,114분,2021.02.24 개봉
트레인스포팅,"범죄, 드라마",영국,93분,1997.02.22 개봉
LA 컨피덴셜,"범죄, 미스터리, 스릴러, 드라마",미국,136분,1998.03.07 개봉
시티 오브 갓,"범죄, 스릴러, 드라마","브라질, 프랑스, 미국",129분,"2020.07.09 재개봉,  2005.11.03 개봉"
슬럼독 밀리어네어,"범죄, 드라마, 멜로/로맨스","영국, 미국",120분,"2020.03.12 재개봉,  2009.03.19 개봉"
메멘토,"범죄, 스릴러, 미스터리",미국,113분,"2020.08.19 재개봉, 2014.11.20 재개봉,  2001.08.25 개봉"
바람의 소리,"범죄, 드라마, 스릴러, 전쟁",중국,112분,2013.06.13 개봉
비열한 거리,"범죄, 액션, 느와르",대한민국,141분,2006.06.15 개봉
범죄의 재구성,"범죄, 스릴러, 코미디",대한민국,116분,2004.04.15 개봉
펄프 픽션,"범죄, 드라마, 코미디, 스릴러",미국,154분,1994.09.10 개봉
리플리,"범죄, 스릴러",미국,139분,2000.03.04 개봉
아이리시맨,"범죄, 드라마, 스릴러",미국,209분,2019.11.20 개봉
부당거래,"범죄, 드라마",대한민국,119분,2010.10.28 개봉
보이 A,"범죄, 드라마, 멜로/로맨스",영국,106분,2009.05.21 개봉
몬스터,"범죄, 드라마","미국, 독일",111분,2004.06.18 개봉
용의자 X의 헌신,"범죄, 드라마, 미스터리",일본,128분,2009.04.09 개봉
유주얼 서스펙트,"범죄, 스릴러, 미스터리","미국, 독일",106분,"2016.10.20 재개봉,  1996.01.27 개봉"
하이 스쿨 뮤지컬: 졸업반,"뮤지컬, 코미디, 드라마, 가족, 멜로/로맨스",미국,111분,2009.02.19 개봉
사랑은 비를 타고,"뮤지컬, 멜로/로맨스, 코미디",미국,103분,"2022.09.21 재개봉,  1954.10.21 개봉"
물랑 루즈,"뮤지컬, 멜로/로맨스",미국,125분,"2014.04.17 재개봉,  2001.10.26 개봉"
씽,"뮤지컬, 애니메이션",미국,108분,2016.12.21 개봉
시카고,"뮤지컬, 범죄, 드라마","미국, 독일, 캐나다",113분,"2016.12.15 재개봉,  2003.03.28 개봉"
맘마미아!2,뮤지컬,미국,114분,2018.08.08 개봉
헤어스프레이,"뮤지컬, 코미디","미국, 영국",115분,2007.12.06 개봉
딥,"뮤지컬, 애니메이션, 모험","미국, 벨기에, 스페인",85분,2017.10.03 개봉
삼거리 극장,뮤지컬,대한민국,120분,2006.11.23 개봉
어크로스 더 유니버스,"뮤지컬, 드라마, 멜로/로맨스",미국,132분,2008.02.14 개봉
인 더 하이츠,뮤지컬,미국,142분,2021.06.30 개봉
락 오브 에이지,"뮤지컬, 드라마",미국,123분,2012.08.02 개봉
디어 에반 핸슨,"뮤지컬, 드라마",미국,137분,2021.11.17 개봉
페임,"뮤지컬, 드라마",미국,122분,"2020.03.25 재개봉,  2009.09.24 개봉"
나인,"뮤지컬, 멜로/로맨스, 드라마","미국, 이탈리아",118분,2009.12.31 개봉
퍼햅스 러브,"뮤지컬, 멜로/로맨스",홍콩,106분,2006.01.05 개봉
구미호 가족,"뮤지컬, 판타지, 코미디",대한민국,102분,2006.09.28 개봉
캣츠,"뮤지컬, 드라마","미국, 영국",109분,2019.12.24 개봉
아바타 리마스터링,"SF, 모험, 액션, 전쟁",미국,166분,2022.09.21 개봉
터미네이터 2:오리지널,"SF, 액션, 스릴러","미국, 프랑스",137분,"2019.10.24 재개봉, 2013.11.14 재개봉,  1991.07.06 개봉"
빽 투 더 퓨쳐,"SF, 코미디",미국,120분,"2015.10.21 재개봉,  1987.07.17 개봉"
매트릭스,"SF, 액션",미국,136분,"2021.12.09 재개봉, 2019.09.25 재개봉, 2016.09.22 재개봉,  1999.05.15 개봉"
에이리언 2,"SF, 공포, 스릴러, 액션",미국,137분,1986.12.24 개봉
에이 아이,"SF, 드라마, 판타지",미국,144분,2001.08.10 개봉
쥬라기 공원,"SF, 액션, 모험",미국,123분,"2013.06.27 재개봉,  1993.07.17 개봉"
바이센테니얼 맨,"SF, 드라마",미국,133분,2000.01.29 개봉
가타카,"SF, 드라마, 스릴러",미국,106분,1998.05.02 개봉
터미네이터,"SF, 액션, 스릴러",미국,108분,1984.12.22 개봉
로보캅,"SF, 액션, 범죄",미국,103분,1987.12.25 개봉
마이너리티 리포트,"SF, 드라마, 미스터리, 범죄, 액션",미국,145분,2002.07.26 개봉
이티,"SF, 판타지, 가족, 모험",미국,110분,"2011.08.11 재개봉, 2002.04.05 재개봉,  1984.06.23 개봉"
빽 투 더 퓨쳐 2,"SF, 코미디",미국,107분,"2015.10.21 재개봉,  1990.01.13 개봉"
콘택트,SF,미국,145분,1997.11.15 개봉
혹성탈출,"SF, 액션, 드라마, 미스터리",미국,100분,1969.09.25 개봉
빽 투 더 퓨쳐 3,"SF, 서부, 판타지, 코미디",미국,117분,1990.07.14 개봉
인터스텔라,SF,"미국, 영국",169분,"2016.01.14 재개봉,  2014.11.06 개봉"
스타워즈 에피소드 3 - 시스의 복수,"SF, 모험, 액션",미국,139분,2005.05.26 개봉
보물성,"SF, 판타지, 모험, 애니메이션",미국,95분,2003.01.01 개봉
스타워즈 에피소드 5 - 제국의 역습,"SF, 모험, 액션, 판타지",미국,124분,1997.04.26 개봉
아바타,"SF, 모험, 액션, 전쟁",미국,162분,"2018.06.21 재개봉, 2010.09.04 재개봉,  2009.12.17 개봉"
아마겟돈,"SF, 드라마, 멜로/로맨스, 액션, 스릴러",미국,145분,1998.07.03 개봉
엑스맨: 퍼스트 클래스,"SF, 스릴러, 액션, 모험, 드라마",미국,132분,2011.06.02 개봉
케이 팩스,"SF, 드라마, 판타지","미국, 독일",120분,2003.09.19 개봉
스타쉽 트루퍼스,"SF, 액션",미국,129분,1997.11.29 개봉
스타워즈 에피소드 4 - 새로운 희망,"SF, 모험, 액션, 판타지",미국,121분,"1997.04.12 재개봉,  1978.06.01 개봉"
스타워즈 에피소드 6 - 제다이의 귀환,"SF, 모험, 액션, 판타지",미국,133분,"1997.05.10 재개봉,  1987.07.14 개봉"
디스트릭트 9,"SF, 액션, 스릴러, 드라마","미국, 뉴질랜드, 캐나다, 남아프리카공화국",112분,2009.10.15 개봉
아이언맨,"SF, 액션, 드라마, 판타지",미국,125분,2008.04.30 개봉
엑스맨: 데이즈 오브 퓨처 패스트,"SF, 모험, 액션, 판타지",미국,134분,2014.05.22 개봉
아이언맨 3,"SF, 모험, 액션","미국, 중국",129분,2013.04.25 개봉
트랜스포머,"SF, 액션, 모험",미국,135분,2007.06.28 개봉
토탈 리콜,"SF, 액션",미국,113분,1990.12.19 개봉
지구를 지켜라!,"SF, 스릴러",대한민국,117분,2003.04.04 개봉
매트릭스 2 - 리로디드,"SF, 모험, 액션, 판타지",미국,138분,2003.05.23 개봉
12 몽키즈,"SF, 드라마, 스릴러",미국,129분,1996.04.05 개봉
아일랜드,"SF, 모험, 액션",미국,136분,2005.07.21 개봉
"아이, 로봇","SF, 스릴러, 모험, 액션",미국,110분,2004.07.30 개봉
딥 임팩트,"SF, 드라마",미국,125분,1998.05.16 개봉
블레이드 러너,"SF, 액션, 드라마",미국,118분,"2022.10.05 재개봉, 2018.02.15 재개봉,  1993.05.08 개봉"
공각기동대,"SF, 판타지, 애니메이션","일본, 영국",83분,2002.04.12 개봉
13 구역,"SF, 액션",프랑스,84분,2006.08.24 개봉
스타 트렉: 더 비기닝,"SF, 모험, 액션",미국,126분,2009.05.07 개봉
맨 인 블랙,"SF, 액션, 코미디",미국,98분,1997.07.12 개봉
레지던트 이블,"SF, 스릴러, 모험, 액션, 공포","독일, 미국, 영국",100분,2002.06.13 개봉
매트릭스 3 - 레볼루션,"SF, 스릴러, 액션",미국,128분,2003.11.05 개봉
더 문,"SF, 스릴러",영국,97분,2009.11.26 개봉
다크 시티,"SF, 미스터리, 스릴러","미국, 오스트레일리아",100분,1998.12.05 개봉
터미네이터: 다크 페이트,"SF, 액션",미국,128분,2019.10.30 개봉
탑건: 매버릭,액션,미국,130분,2022.06.22 개봉
포드 V 페라리,"액션, 드라마",미국,152분,2019.12.04 개봉
글래디에이터,"액션, 드라마","미국, 영국",154분,2000.06.03 개봉
태극권,"액션, 코미디",홍콩,96분,1993.11.20 개봉
헌터 킬러,"액션, 스릴러",미국,121분,2018.12.06 개봉
어벤져스: 엔드게임,"액션, SF",미국,181분,2019.04.24 개봉
클레멘타인,"액션, 드라마","대한민국, 미국",100분,2004.05.21 개봉
잭 스나이더의 저스티스 리그,"액션, 모험, 판타지, SF",미국,242분,
더 록,액션,미국,131분,1996.07.13 개봉
다크 나이트,"액션, 범죄, 드라마, 미스터리",미국,152분,"2020.07.01 재개봉, 2017.07.12 재개봉, 2009.02.19 재개봉,  2008.08.06 개봉"
폴리스 스토리,"액션, 코미디",홍콩,99분,"2015.03.19 재개봉,  1988.07.23 개봉"
다이 하드,"액션, 스릴러, 범죄",미국,131분,1988.09.24 개봉
동방불패,"액션, 드라마",홍콩,107분,"2013.12.18 재개봉,  1992.03.25 개봉"
영웅: 샐러멘더의 비밀,액션,"러시아 연방, 미국, 대한민국",102분,2013.03.14 개봉
취권 2,"액션, 코미디",홍콩,100분,1994.02.05 개봉
RRR: 라이즈 로어 리볼트,"액션, 드라마",인도,185분,
브레이브하트,"액션, 드라마, 전쟁",미국,177분,1995.06.17 개봉
본 얼티메이텀,"액션, 미스터리, 스릴러","미국, 독일",115분,"2016.07.14 재개봉,  2007.09.12 개봉"
해바라기,"액션, 드라마",대한민국,116분,2006.11.23 개봉
아저씨,"액션, 범죄, 드라마",대한민국,119분,2010.08.04 개봉
인셉션,"액션, 모험, SF, 스릴러","미국, 영국",147분,"2020.08.12 재개봉, 2020.01.29 재개봉,  2010.07.21 개봉"
크림슨 타이드,"액션, 드라마, 스릴러",미국,116분,1995.09.08 개봉
백발마녀전,"액션, 공포, 스릴러, 드라마",홍콩,87분,"2009.03.27 재개봉,  1993.09.25 개봉"
엽문,"액션, 드라마",홍콩,106분,2009.04.16 개봉
페이스 오프,액션,미국,138분,1997.08.09 개봉
테이큰,"액션, 범죄, 스릴러, 드라마",프랑스,93분,"2020.03.19 재개봉,  2008.04.09 개봉"
프레데터,"액션, 공포, SF, 스릴러",미국,105분,1987.07.17 개봉
천장지구,"액션, 드라마, 멜로/로맨스",홍콩,90분,1990.10.13 개봉
네고시에이터,"액션, 범죄, 드라마, 미스터리, 스릴러","미국, 독일",139분,1998.10.24 개봉
영웅본색,"액션, 범죄, 느와르, 드라마",홍콩,94분,"2016.02.17 재개봉, 2009.03.27 재개봉, 2008.08.08 재개봉,  1987.05.23 개봉"
에너미 오브 스테이트,"액션, 스릴러, 드라마",미국,131분,1998.12.24 개봉
범죄도시,액션,대한민국,121분,2017.10.03 개봉
도망자,"액션, 모험, 범죄, 미스터리, 스릴러",미국,130분,1993.09.11 개봉
스트레인저 - 무황인담,"액션, 애니메이션",일본,103분,2009.03.12 개봉
스피드,"액션, 스릴러",미국,115분,1994.06.25 개봉
미션 임파서블: 폴아웃,"액션, 모험, 스릴러",미국,147분,2018.07.25 개봉
분노의 질주: 더 세븐,"액션, 범죄, 스릴러",미국,138분,2015.04.01 개봉
노킹 온 헤븐스 도어,"액션, 범죄, 드라마, 코미디","독일, 네덜란드, 벨기에",89분,"2013.05.16 재개봉,  1998.02.28 개봉"
클리프행어,"액션, 스릴러",미국,112분,1993.06.12 개봉
7인의 사무라이,"액션, 모험, 드라마",일본,205분,2004.04.16 개봉
콘 에어,"액션, 모험, 스릴러",미국,115분,1997.06.28 개봉
투캅스 3,"액션, 코미디",대한민국,96분,1998.04.11 개봉
정무문,"액션, 드라마, 멜로/로맨스",홍콩,106분,"2013.08.29 재개봉,  1973.07.27 개봉"
첩혈쌍웅,"액션, 범죄, 드라마, 스릴러",홍콩,111분,"2016.08.25 재개봉,  1989.07.29 개봉"
로건,"액션, SF",미국,137분,2017.03.01 개봉
이연걸의 정무문,액션,홍콩,103분,1994.12.24 개봉
록키 2,"액션, 드라마",미국,121분,1980.05.31 개봉
업그레이드,액션,오스트레일리아,100분,2018.09.06 개봉
배트맨 2,"액션, SF, 판타지",미국,126분,1992.07.11 개봉
