,Movie Name,Eng Name,Country,Time Line,Opening Date,Naver Star,Director,R rated,Actors
608,아메리칸 히스토리 X,American History X,미국,175분,"2010.05.27 재개봉, 1977.05.25 재개봉,  1973.09.01 개봉",9.19,토니 케이,청소년 관람불가,"말론 브란도, 알 파치노, 제임스 칸, 리차드 S. 카텔라노, 로버트 듀발, nan, nan, nan, nan"
609,태양은 가득히,Plein Soleil,미국,170분,"2017.11.09 재개봉,  1996.08.10 개봉",9.19,르네 클레망,청소년 관람불가,"알 파치노, 로버트 드 니로, 발 킬머, 톰 시즈모어, 존 보이트, nan, nan, nan, nan"
610,어 퓨 굿 맨,A Few Good Men,홍콩,100분,"2016.03.17 재개봉, 2011.09.08 재개봉,  2003.02.21 개봉",9.17,로브 라이너,12세 관람가,"양조위, 유덕화, 황추생, 증지위, 소아헌, nan, nan, nan, nan"
611,JFK,JFK,대한민국,123분,2008.02.14 개봉,9.16,올리버 스톤,청소년 관람불가,"김윤석, 하정우, 서영희, 구본웅, 김유정, nan, nan, nan, nan"
612,대부,Mario Puzos The Godfather,대한민국,125분,2007.11.14 개봉,9.16,프란시스 포드 코폴라,청소년 관람불가,"김윤진, 김미숙, 박희순, 최무성, 장항선, nan, nan, nan, nan"
613,히트,Heat,대한민국,180분,2015.12.31 개봉,9.12,마이클 만,청소년 관람불가,"이병헌, 조승우, 백윤식, 이경영, 김홍파, nan, nan, nan, nan"
614,무간도,Infernal Affairs,미국,121분,1998.06.20 개봉,9.11,맥조휘,15세 관람가,"알 파치노, 조니 뎁, 마이클 매드슨, 브루노 커비, 제임스 루소, nan, nan, nan, nan"
615,추격자,The Chaser,오스트레일리아,123분,2019.05.08 개봉,9.09,나홍진,15세 관람가,"데브 파텔, 아미 해머, 나자닌 보니아디, 아누팜 커, 제이슨 아이삭스, nan, nan, nan, nan"
616,세븐 데이즈,Seven Days,미국,118분,1991.06.15 개봉,9.05,원신연,청소년 관람불가,"조디 포스터, 안소니 홉킨스, 스콧 글렌, 테드 레빈, 안소니 힐드, nan, nan, nan, nan"
617,내부자들: 디 오리지널,Inside Men The Original,대한민국,111분,2014.05.29 개봉,9.04,우민호,15세 관람가,"이선균, 조진웅, 신정근, 정만식, 신동미, nan, nan, nan, nan"
618,도니 브래스코,Donnie Brasco,대한민국,130분,2015.11.19 개봉,9.04,마이크 뉴웰,청소년 관람불가,"이병헌, 조승우, 백윤식, 이경영, 김홍파, nan, nan, nan, nan"
619,호텔 뭄바이,Hotel Mumbai,홍콩,107분,"2015.10.15 재개봉,  1991.02.14 개봉",9.04,안소니 마라스,15세 관람가,"주윤발, 장국영, 종초홍, 증강, 주강, nan, nan, nan, nan"
620,양들의 침묵,The Silence Of The Lambs,스페인,106분,2017.09.21 개봉,9.02,조나단 드미,15세 관람가,"마리오 카사스, 바바라 레니, 호세 코로나도, 안나 와게너, 프란체스크 오렐라, nan, nan, nan, nan"
621,끝까지 간다,A Hard Day,홍콩,117분,"2011.09.08 재개봉,  2004.07.02 개봉",9.01,김성훈,15세 관람가,"유덕화, 양조위, 여명, 진도명, 황추생, nan, nan, nan, nan"
622,내부자들,Inside Men,대한민국,134분,"2020.05.21 재개봉,  2013.02.21 개봉",9.0,우민호,청소년 관람불가,"이정재, 최민식, 황정민, 박성웅, 송지효, nan, nan, nan, nan"
623,종횡사해,Once A Thief,미국,170분,1984.12.08 개봉,8.97,오우삼,청소년 관람불가,"알 파치노, 스티븐 바우어, 미셸 파이퍼, 메리 엘리자베스 매스트란토니오, 로버트 로지아, nan, nan, nan, nan"
624,인비저블 게스트,Contratiempo,미국,131분,1996.05.24 개봉,8.96,오리올 파울로,청소년 관람불가,"리차드 기어, 로라 리니, 존 마호니, 알프리 우다드, 프란시스 맥도맨드, nan, nan, nan, nan"
625,무간도 3 - 종극무간,Infernal Affairs,미국,114분,2021.02.24 개봉,8.96,유위강,15세 관람가,"캐리 멀리건, 보 번햄, 알리슨 브리, 레버른 콕스, 클랜시 브라운, nan, nan, nan, nan"
626,신세계,New World,영국,93분,1997.02.22 개봉,8.94,박훈정,청소년 관람불가,"이완 맥그리거, 이완 브렘너, 조니 리 밀러, 케빈 맥키드, 로버트 칼라일, nan, nan, nan, nan"
627,스카페이스,Scarface,미국,136분,1998.03.07 개봉,8.91,브라이언 드 팔마,청소년 관람불가,"케빈 스페이시, 러셀 크로우, 가이 피어스, 제임스 크롬웰, 데이빗 스트라탄, nan, nan, nan, nan"
628,프라이멀 피어,Primal Fear,"브라질, 프랑스, 미국",129분,"2020.07.09 재개봉,  2005.11.03 개봉",8.87,그레고리 호블릿,청소년 관람불가,"알렉산드레 로드리게즈, 리안드로 퍼미노, 펠리페 하겐센, 더글라스 실바, 조나단 하겐센, nan, nan, nan, nan"
629,프라미싱 영 우먼,Promising Young Woman,"영국, 미국",120분,"2020.03.12 재개봉,  2009.03.19 개봉",8.86,에머랄드 펜넬,15세 관람가,"데브 파텔, 프리다 핀토, 타나이 크헤다, 아유시 마헤시 케데카, 탄비 가네시 론카, nan, nan, nan, nan"
630,트레인스포팅,Trainspotting,미국,113분,"2020.08.19 재개봉, 2014.11.20 재개봉,  2001.08.25 개봉",8.85,대니 보일,15세 관람가,"가이 피어스, 캐리 앤 모스, 조 판톨리아노, 마크 분 주니어, 스티븐 토보로스키, nan, nan, nan, nan"
631,LA 컨피덴셜,LA Confidential,중국,112분,2013.06.13 개봉,8.84,커티스 핸슨,15세 관람가,"리빙빙, 저우쉰, 소유붕, 장한위, 황효명, nan, nan, nan, nan"
632,시티 오브 갓,Cidade De Deus,대한민국,141분,2006.06.15 개봉,8.84,페르난도 메이렐레스,청소년 관람불가,"조인성, 천호진, 남궁민, 이보영, 진구, nan, nan, nan, nan"
633,슬럼독 밀리어네어,Slumdog Millionaire,대한민국,116분,2004.04.15 개봉,8.82,대니 보일,청소년 관람불가,"박신양, 백윤식, 염정아, 이문식, 천호진, nan, nan, nan, nan"
634,메멘토,Memento,미국,154분,1994.09.10 개봉,8.81,크리스토퍼 놀란,청소년 관람불가,"존 트라볼타, 사무엘 L. 잭슨, 우마 서먼, 하비 케이틀, 팀 로스, nan, nan, nan, nan"
635,바람의 소리,The Message,미국,139분,2000.03.04 개봉,8.8,진국부,청소년 관람불가,"맷 데이먼, 기네스 팰트로, 주드 로, 케이트 블란쳇, 필립 세이모어 호프만, nan, nan, nan, nan"
636,비열한 거리,A Dirty Carnival,미국,209분,2019.11.20 개봉,8.79,유하,청소년 관람불가,"로버트 드 니로, 알 파치노, 조 페시, 제시 플레먼스, 바비 카나베일, nan, nan, nan, nan"
637,범죄의 재구성,The Big Swindle,대한민국,119분,2010.10.28 개봉,8.79,최동훈,청소년 관람불가,"황정민, 류승범, 유해진, 천호진, 마동석, nan, nan, nan, nan"
638,펄프 픽션,Pulp Fiction,영국,106분,2009.05.21 개봉,8.76,쿠엔틴 타란티노,청소년 관람불가,"피터 뮬란, 앤드류 가필드, 숀 에반스, 시오반 피너랜, 케이티 라이온스, nan, nan, nan, nan"
639,리플리,The Talented Mr Ripley,"미국, 독일",111분,2004.06.18 개봉,8.73,안소니 밍겔라,청소년 관람불가,"샤를리즈 테론, 크리스티나 리치, 브루스 던, 리 터게슨, 애니 콜리, nan, nan, nan, nan"
640,아이리시맨,The Irishman,일본,128분,2009.04.09 개봉,8.72,마틴 스코세이지,12세 관람가,"후쿠야마 마사하루, 츠츠미 신이치, 시바사키 코우, 키타무라 카즈키, 마츠유키 야스코, nan, nan, nan, nan"
641,부당거래,The Unjust,"미국, 독일",106분,"2016.10.20 재개봉,  1996.01.27 개봉",8.7,류승완,청소년 관람불가,"스티븐 볼드윈, 가브리엘 번, 채즈 팰민테리, 케빈 폴락, 피트 포스틀스웨이트, nan, nan, nan, nan"
642,보이 A,Boy A,미국,111분,2009.02.19 개봉,8.68,존 크로울리,전체 관람가,"잭 에프론, 바네사 허진스, 애슐리 티스데일, 루카스 그래빌, 코빈 블루, nan, nan, nan, nan"
643,몬스터,Monster,미국,103분,"2022.09.21 재개봉,  1954.10.21 개봉",8.67,패티 젠킨스,전체 관람가,"진 켈리, 도널드 오코너, 데비 레이놀즈, 진 헤이근, 밀러드 미첼, nan, nan, nan, nan"
644,용의자 X의 헌신,X,미국,125분,"2014.04.17 재개봉,  2001.10.26 개봉",8.67,니시타니 히로시,15세 관람가,"니콜 키드먼, 이완 맥그리거, 존 레귀자모, 짐 브로드벤트, 리차드 록스버그, nan, nan, nan, nan"
645,유주얼 서스펙트,The Usual Suspects,미국,108분,2016.12.21 개봉,8.67,브라이언 싱어,전체 관람가,"매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, nan, nan, nan, nan"
646,하이 스쿨 뮤지컬: 졸업반,High School Musical  Senior Year,"미국, 독일, 캐나다",113분,"2016.12.15 재개봉,  2003.03.28 개봉",9.25,케니 오테가,15세 관람가,"르네 젤위거, 캐서린 제타 존스, 리차드 기어, 퀸 라티파, 존 C. 라일리, nan, nan, nan, nan"
647,사랑은 비를 타고,Singin In The Rain,미국,114분,2018.08.08 개봉,9.23,진 켈리,12세 관람가,"아만다 사이프리드, 릴리 제임스, 메릴 스트립, 피어스 브로스넌, 제레미 어바인, nan, nan, nan, nan"
648,인생은 아름다워,Life is Beautiful,"미국, 영국",115분,2007.12.06 개봉,9.22,최국희,12세 관람가,"니키 브론스키, 존 트라볼타, 퀸 라티파, 미셸 파이퍼, 크리스토퍼 월켄, nan, nan, nan, nan"
649,물랑 루즈,Moulin Rouge,"미국, 벨기에, 스페인",85분,2017.10.03 개봉,9.04,바즈 루어만,전체 관람가,"심규혁, 사문영, 이인성, 이지현, 이장원, nan, nan, nan, nan"
650,씽,Sing,대한민국,120분,2006.11.23 개봉,8.98,가스 제닝스,15세 관람가,"김꽃비, 천호진, 박준면, 조희봉, 박영수, nan, nan, nan, nan"
651,시카고,Chicago,미국,132분,2008.02.14 개봉,8.98,롭 마샬,15세 관람가,"짐 스터게스, 에반 레이첼 우드, 조 앤더슨, 데이너 푸치스, 마틴 루더, nan, nan, nan, nan"
652,맘마미아!2,Mamma Mia Here We Go Again,미국,142분,2021.06.30 개봉,8.97,올 파커,12세 관람가,"안소니 라모스, 멜리사 바레사, 코리 호킨스, 레슬리 그레이스, 스테파니 비트리즈, nan, nan, nan, nan"
653,헤어스프레이,Hairspray,미국,123분,2012.08.02 개봉,8.31,아담 쉥크만,15세 관람가,"톰 크루즈, 캐서린 제타 존스, 알렉 볼드윈, 폴 지아마티, 말린 애커맨, nan, nan, nan, nan"
654,딥,Deep,미국,137분,2021.11.17 개봉,8.05,줄리오 소토 거피드,12세 관람가,"벤 플랫, 줄리안 무어, 에이미 아담스, 케이틀린 디버, 아만들라 스텐버그, nan, nan, nan, nan"
655,삼거리 극장,The Ghost Theater,미국,122분,"2020.03.25 재개봉,  2009.09.24 개봉",8.05,전계수,12세 관람가,"애셔 북, 케이 파나베이커, 케링턴 페인, 폴 맥길, 월터 페레즈, nan, nan, nan, nan"
656,어크로스 더 유니버스,Across The Universe,"미국, 이탈리아",118분,2009.12.31 개봉,7.89,줄리 테이머,15세 관람가,"다니엘 데이 루이스, 마리옹 꼬띠아르, 니콜 키드먼, 페넬로페 크루즈, 주디 덴치, nan, nan, nan, nan"
657,인 더 하이츠,In the Heights,홍콩,106분,2006.01.05 개봉,7.83,존 추,12세 관람가,"금성무, 장학우, 지진희, 저우쉰, 증지위, nan, nan, nan, nan"
658,락 오브 에이지,Rock of Ages,대한민국,102분,2006.09.28 개봉,7.55,아담 쉥크만,15세 관람가,"주현, 박준규, 하정우, 박시연, 고주연, nan, nan, nan, nan"
659,디어 에반 핸슨,Dear Evan Hansen,"미국, 영국",109분,2019.12.24 개봉,7.48,스티븐 크보스키,12세 관람가,"제니퍼 허드슨, 테일러 스위프트, 이드리스 엘바, 프란체스카 헤이워드, 주디 덴치, nan, nan, nan, nan"
660,페임,Fame,미국,166분,2022.09.21 개봉,7.03,케빈 탄차로엔,12세 관람가,"샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭, 미셸 로드리게즈, nan, nan, nan, nan"
661,나인,Nine,"미국, 프랑스",137분,"2019.10.24 재개봉, 2013.11.14 재개봉,  1991.07.06 개봉",6.74,롭 마샬,15세 관람가,"아놀드 슈왈제네거, 린다 해밀턴, 에드워드 펄롱, 로버트 패트릭, 조 모튼, nan, nan, nan, nan"
662,퍼햅스 러브,Perhaps Love,미국,120분,"2015.10.21 재개봉,  1987.07.17 개봉",6.52,진가신,12세 관람가,"마이클 J. 폭스, 크리스토퍼 로이드, 리 톰슨, 크리스핀 글로버, 토머스 F. 윌슨, nan, nan, nan, nan"
663,구미호 가족,The Fox Family,미국,136분,"2021.12.09 재개봉, 2019.09.25 재개봉, 2016.09.22 재개봉,  1999.05.15 개봉",5.54,이형곤,12세 관람가,"키아누 리브스, 로렌스 피시번, 캐리 앤 모스, 휴고 위빙, 글로리아 포스터, nan, nan, nan, nan"
664,캣츠,Cats,미국,137분,1986.12.24 개봉,4.51,톰 후퍼,15세 관람가,"시고니 위버, 마이클 빈, 폴 레이저, 랜스 헨릭슨, 캐리 헨, nan, nan, nan, nan"
665,아바타 리마스터링,Avatar,미국,144분,2001.08.10 개봉,9.48,제임스 카메론,12세 관람가,"할리 조엘 오스먼트, 주드 로, 프란시스 오코너, 브렌단 글리슨, 샘 로바즈, nan, nan, nan, nan"
666,터미네이터 2:오리지널,Terminator  Judgment Day,미국,123분,"2013.06.27 재개봉,  1993.07.17 개봉",9.45,제임스 카메론,12세 관람가,"샘 닐, 로라 던, 제프 골드브럼, 리차드 아텐보로, 사무엘 L. 잭슨, nan, nan, nan, nan"
667,빽 투 더 퓨쳐,Back To The Future,미국,133분,2000.01.29 개봉,9.42,로버트 저메키스,전체 관람가,"로빈 윌리엄스, 샘 닐, 엠베스 데이비츠, 웬디 크로슨, 하밀 케이트 아이슨버그, nan, nan, nan, nan"
668,매트릭스,The Matrix,미국,106분,1998.05.02 개봉,9.4,릴리 워쇼스키,15세 관람가,"에단 호크, 우마 서먼, 알란 아킨, 주드 로, 로렌 딘, nan, nan, nan, nan"
669,에이리언 2,Aliens,미국,108분,1984.12.22 개봉,9.35,제임스 카메론,청소년 관람불가,"아놀드 슈왈제네거, 마이클 빈, 린다 해밀턴, 랜스 헨릭슨, 폴 윈필드, nan, nan, nan, nan"
670,에이 아이,AI Artificial Intelligence,미국,103분,1987.12.25 개봉,9.32,스티븐 스필버그,15세 관람가,"피터 웰러, 낸시 알렌, 댄 오헐리히, 로니 콕스, 커트우드 스미스, nan, nan, nan, nan"
671,쥬라기 공원,Jurassic Park,미국,145분,2002.07.26 개봉,9.31,스티븐 스필버그,15세 관람가,"톰 크루즈, 콜린 파렐, 사만다 모튼, 막스 폰 시도우, None, nan, nan, nan, nan"
672,바이센테니얼 맨,Bicentennial Man,미국,110분,"2011.08.11 재개봉, 2002.04.05 재개봉,  1984.06.23 개봉",9.3,크리스 콜럼버스,전체 관람가,"헨리 토마스, 디 월리스, 피터 코요테, 로버트 맥노튼, 드류 베리모어, nan, nan, nan, nan"
673,가타카,Gattaca,미국,107분,"2015.10.21 재개봉,  1990.01.13 개봉",9.27,앤드류 니콜,12세 관람가,"마이클 J. 폭스, 크리스토퍼 로이드, 리 톰슨, 토머스 F. 윌슨, 엘리자베스 슈, nan, nan, nan, nan"
674,터미네이터,The Terminator,미국,145분,1997.11.15 개봉,9.26,제임스 카메론,12세 관람가,"조디 포스터, 매튜 맥커너히, 제임스 우즈, 존 허트, 톰 스커릿, nan, nan, nan, nan"
675,로보캅,RoboCop,미국,100분,1969.09.25 개봉,9.25,폴 버호벤,15세 관람가,"찰톤 헤스톤, 로디 맥도웰, 킴 헌터, 모리스 에반스, 제임스 휘트모어, nan, nan, nan, nan"
676,마이너리티 리포트,Minority Report,미국,117분,1990.07.14 개봉,9.23,스티븐 스필버그,전체 관람가,"마이클 J. 폭스, 크리스토퍼 로이드, 메리 스틴버겐, 토머스 F. 윌슨, 맷 클라크, nan, nan, nan, nan"
677,이티,The ExtraTerrestrial,"미국, 영국",169분,"2016.01.14 재개봉,  2014.11.06 개봉",9.23,스티븐 스필버그,12세 관람가,"매튜 맥커너히, 앤 해서웨이, 마이클 케인, 제시카 차스테인, 케이시 애플렉, nan, nan, nan, nan"
678,빽 투 더 퓨쳐 2,Back To The Future Part,미국,139분,2005.05.26 개봉,9.22,로버트 저메키스,전체 관람가,"이완 맥그리거, 나탈리 포트만, 헤이든 크리스텐슨, 이언 맥디어미드, 프랭크 오즈, nan, nan, nan, nan"
679,콘택트,Contact,미국,95분,2003.01.01 개봉,9.22,로버트 저메키스,전체 관람가,"로스코 리 브라운, 코리 버튼, 데인 A. 데이비스, 조셉 고든 레빗, 토니 제이, nan, nan, nan, nan"
680,혹성탈출,Monkey Planet,미국,124분,1997.04.26 개봉,9.2,프랭클린 J. 샤프너,<class 'str'>,"마크 해밀, 해리슨 포드, 캐리 피셔, 빌리 디 윌리엄스, 안소니 다니엘스, nan, nan, nan, nan"
681,빽 투 더 퓨쳐 3,Back To The Future Part III,미국,162분,"2018.06.21 재개봉, 2010.09.04 재개봉,  2009.12.17 개봉",9.12,로버트 저메키스,12세 관람가,"샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭, 미셸 로드리게즈, nan, nan, nan, nan"
682,인터스텔라,Interstellar,미국,145분,1998.07.03 개봉,9.11,크리스토퍼 놀란,15세 관람가,"브루스 윌리스, 빌리 밥 손튼, 벤 애플렉, 리브 타일러, 윌 패튼, nan, nan, nan, nan"
683,스타워즈 에피소드 3 - 시스의 복수,Star Wars Episode III  Revenge Of The Sith,미국,132분,2011.06.02 개봉,9.11,조지 루카스,12세 관람가,"제임스 맥어보이, 마이클 패스벤더, 케빈 베이컨, 제니퍼 로렌스, 재뉴어리 존스, nan, nan, nan, nan"
684,보물성,Treasure Planet,"미국, 독일",120분,2003.09.19 개봉,9.1,론 클레멘츠,12세 관람가,"케빈 스페이시, 제프 브리지스, 알프리 우다드, 메리 맥코막, None, nan, nan, nan, nan"
685,스타워즈 에피소드 5 - 제국의 역습,Star Wars Episode V The Empire Strikes Back,미국,129분,1997.11.29 개봉,9.09,어빈 케쉬너,청소년 관람불가,"캐스퍼 반 디엔, 디나 메이어, 데니스 리차드, 제이크 부시, 닐 패트릭 해리스, nan, nan, nan, nan"
686,아바타,Avatar,미국,121분,"1997.04.12 재개봉,  1978.06.01 개봉",9.08,제임스 카메론,<class 'str'>,"마크 해밀, 해리슨 포드, 캐리 피셔, 피터 커싱, 알렉 기네스, nan, nan, nan, nan"
687,아마겟돈,Armageddon,미국,133분,"1997.05.10 재개봉,  1987.07.14 개봉",9.05,마이클 베이,<class 'str'>,"마크 해밀, 해리슨 포드, 캐리 피셔, 빌리 디 윌리엄스, 안소니 다니엘스, nan, nan, nan, nan"
688,엑스맨: 퍼스트 클래스,XMen First Class,"미국, 뉴질랜드, 캐나다, 남아프리카공화국",112분,2009.10.15 개봉,9.04,매튜 본,청소년 관람불가,"샬토 코플리, 바네사 헤이우드, 제이슨 코프, 데이빗 제임스, 나탈리 볼트, nan, nan, nan, nan"
689,케이 팩스,KPAX,미국,125분,2008.04.30 개봉,9.03,이안 소프틀리,12세 관람가,"로버트 다우니 주니어, 테렌스 하워드, 제프 브리지스, 기네스 팰트로, 레슬리 빕, nan, nan, nan, nan"
690,스타쉽 트루퍼스,Starship Troopers,미국,134분,2014.05.22 개봉,9.01,폴 버호벤,12세 관람가,"휴 잭맨, 제임스 맥어보이, 마이클 패스벤더, 제니퍼 로렌스, 할리 베리, nan, nan, nan, nan"
691,스타워즈 에피소드 4 - 새로운 희망,Star Wars,"미국, 중국",129분,2013.04.25 개봉,9.01,조지 루카스,12세 관람가,"로버트 다우니 주니어, 기네스 팰트로, 벤 킹슬리, 돈 치들, 가이 피어스, nan, nan, nan, nan"
692,스타워즈 에피소드 6 - 제다이의 귀환,Star Wars Episode VI Return Of The Jedi,미국,135분,2007.06.28 개봉,9.0,리차드 마퀀드,12세 관람가,"샤이아 라보프, 타이레스 깁슨, 조쉬 더하멜, 안소니 앤더슨, 메간 폭스, nan, nan, nan, nan"
693,디스트릭트 9,District,미국,113분,1990.12.19 개봉,8.98,닐 블롬캠프,청소년 관람불가,"아놀드 슈왈제네거, 레이첼 티코틴, 샤론 스톤, 마이클 아이언사이드, 로니 콕스, nan, nan, nan, nan"
694,아이언맨,Iron Man,대한민국,117분,2003.04.04 개봉,8.93,존 파브로,청소년 관람불가,"신하균, 백윤식, 황정민, 이재용, 이주현, nan, nan, nan, nan"
695,엑스맨: 데이즈 오브 퓨처 패스트,XMen Days of Future Past,미국,138분,2003.05.23 개봉,8.88,브라이언 싱어,15세 관람가,"키아누 리브스, 로렌스 피시번, 캐리 앤 모스, 휴고 위빙, 제이다 핀켓 스미스, nan, nan, nan, nan"
696,아이언맨 3,Iron Man,미국,129분,1996.04.05 개봉,8.86,셰인 블랙,15세 관람가,"브루스 윌리스, 매들린 스토우, 브래드 피트, 크리스토퍼 플러머, None, nan, nan, nan, nan"
697,트랜스포머,Transformers,미국,136분,2005.07.21 개봉,8.85,마이클 베이,12세 관람가,"이완 맥그리거, 스칼릿 조핸슨, 디몬 하운수, 숀 빈, 마이클 클락 던칸, nan, nan, nan, nan"
698,토탈 리콜,Total Recall,미국,110분,2004.07.30 개봉,8.84,폴 버호벤,12세 관람가,"윌 스미스, 브리짓 모이나한, 브루스 그린우드, 제임스 크롬웰, 치 맥브라이드, nan, nan, nan, nan"
699,지구를 지켜라!,Save The Green Planet,미국,125분,1998.05.16 개봉,8.84,장준환,12세 관람가,"로버트 듀발, 티아 레오니, 일라이저 우드, 바네사 레드그레이브, 맥시밀리안 쉘, nan, nan, nan, nan"
700,매트릭스 2 - 리로디드,The Matrix Reloaded,미국,118분,"2022.10.05 재개봉, 2018.02.15 재개봉,  1993.05.08 개봉",8.83,릴리 워쇼스키,15세 관람가,"해리슨 포드, 룻거 하우어, 숀 영, 에드워드 제임스 올모스, M. 에멧 월쉬, nan, nan, nan, nan"
701,12 몽키즈,Twelve Monkeys,"일본, 영국",83분,2002.04.12 개봉,8.82,테리 길리암,12세 관람가,"타나카 아츠코, 오오츠카 아키오, 카유미 레마사, 오키 타미오, 야마데라 코이치, nan, nan, nan, nan"
702,아일랜드,The Island,프랑스,84분,2006.08.24 개봉,8.81,마이클 베이,15세 관람가,"시릴 라파엘리, 데이비드 벨, 비비 나세리, 대니 베리시모, 토니 다마리오, nan, nan, nan, nan"
703,"아이, 로봇",Robot,미국,126분,2009.05.07 개봉,8.78,알렉스 프로야스,12세 관람가,"크리스 파인, 재커리 퀸토, 에릭 바나, 사이먼 페그, 위노나 라이더, nan, nan, nan, nan"
704,딥 임팩트,Deep Impact,미국,98분,1997.07.12 개봉,8.76,미미 레더,12세 관람가,"토미 리 존스, 윌 스미스, 린다 피오렌티노, 빈센트 도노프리오, 립 톤, nan, nan, nan, nan"
705,블레이드 러너,Blade Runner,"독일, 미국, 영국",100분,2002.06.13 개봉,8.73,리들리 스콧,청소년 관람불가,"밀라 요보비치, 미셸 로드리게즈, 에릭 마비우스, 제임스 퓨어포이, 마틴 크류스, nan, nan, nan, nan"
706,공각기동대,Ghost In The Shell,미국,128분,2003.11.05 개봉,8.7,오시이 마모루,15세 관람가,"키아누 리브스, 로렌스 피시번, 캐리 앤 모스, 휴고 위빙, 제이다 핀켓 스미스, nan, nan, nan, nan"
707,13 구역,Banlieue,영국,97분,2009.11.26 개봉,8.7,피에르 모렐,12세 관람가,"샘 록웰, 케빈 스페이시, 로빈 초크, 도미니크 맥엘리곳, 카야 스코델라리오, nan, nan, nan, nan"
708,스타 트렉: 더 비기닝,Star Trek,"미국, 오스트레일리아",100분,1998.12.05 개봉,8.7,J.J. 에이브럼스,청소년 관람불가,"루퍼스 스웰, 키퍼 서덜랜드, 제니퍼 코넬리, 리처드 오브라이언, 이안 리처드슨, nan, nan, nan, nan"
709,맨 인 블랙,Men In Black,미국,128분,2019.10.30 개봉,8.68,베리 소넨필드,15세 관람가,"맥켄지 데이비스, 아놀드 슈왈제네거, 린다 해밀턴, 나탈리아 레이즈, 가브리엘 루나, nan, nan, nan, nan"
710,레지던트 이블,Resident Evil,미국,130분,2022.06.22 개봉,8.68,폴 앤더슨,12세 관람가,"톰 크루즈, 마일즈 텔러, 제니퍼 코넬리, 존 햄, 에드 해리스, nan, nan, nan, nan"
711,매트릭스 3 - 레볼루션,The Matrix Revolutions,미국,152분,2019.12.04 개봉,8.65,릴리 워쇼스키,12세 관람가,"맷 데이먼, 크리스찬 베일, 케이트리오나 발피, 존 번탈, 트레이시 레츠, nan, nan, nan, nan"
712,더 문,Moon,"미국, 영국",154분,2000.06.03 개봉,8.48,던칸 존스,15세 관람가,"러셀 크로우, 호아킨 피닉스, 코니 닐슨, 올리버 리드, 리처드 해리스, nan, nan, nan, nan"
713,다크 시티,Dark City,홍콩,96분,1993.11.20 개봉,8.45,알렉스 프로야스,15세 관람가,"이연걸, 전소호, 원결영, 양자경, 원상인, nan, nan, nan, nan"
714,터미네이터: 다크 페이트,Terminator Dark Fate,미국,121분,2018.12.06 개봉,8.42,팀 밀러,15세 관람가,"제라드 버틀러, 게리 올드만, 커먼, 미카엘 니크비스트, 제인 홀츠, nan, nan, nan, nan"
715,탑건: 매버릭,Top Gun Maverick,미국,181분,2019.04.24 개봉,9.76,조셉 코신스키,12세 관람가,"로버트 다우니 주니어, 크리스 에반스, 크리스 헴스워스, 마크 러팔로, 스칼릿 조핸슨, nan, nan, nan, nan"
716,포드 V 페라리,FORD v FERRARI,"대한민국, 미국",100분,2004.05.21 개봉,9.47,제임스 맨골드,15세 관람가,"이동준, 김혜리, 스티븐 시걸, 은서우, 기주봉, nan, nan, nan, nan"
717,글래디에이터,Gladiator,미국,242분,,9.41,리들리 스콧,12세 관람가,"벤 애플렉, 헨리 카빌, 갤 가돗, 제이슨 모모아, 에즈라 밀러, nan, nan, nan, nan"
718,태극권,The TaiChi Master,미국,131분,1996.07.13 개봉,9.4,원화평,15세 관람가,"숀 코네리, 니콜라스 케이지, 에드 해리스, 마이클 빈, 윌리엄 포사이스, nan, nan, nan, nan"
719,헌터 킬러,Hunter Killer,미국,152분,"2020.07.01 재개봉, 2017.07.12 재개봉, 2009.02.19 재개봉,  2008.08.06 개봉",9.39,도노반 마시,15세 관람가,"크리스찬 베일, 히스 레저, 아론 에크하트, 마이클 케인, 매기 질렌할, nan, nan, nan, nan"
720,어벤져스: 엔드게임,Avengers Endgame,홍콩,99분,"2015.03.19 재개봉,  1988.07.23 개봉",9.38,안소니 루소,12세 관람가,"성룡, 장만옥, 임청하, 동표, 탕진업, nan, nan, nan, nan"
721,클레멘타인,Clementine,미국,131분,1988.09.24 개봉,9.38,김두영,15세 관람가,"브루스 윌리스, 앨런 릭먼, 알렉산더 고더노브, 보니 베델리아, 레지날드 벨존슨, nan, nan, nan, nan"
722,잭 스나이더의 저스티스 리그,Zack Snyders Justice League,홍콩,107분,"2013.12.18 재개봉,  1992.03.25 개봉",9.37,잭 스나이더,15세 관람가,"이연걸, 임청하, 관지림, 이가흔, 이자웅, nan, nan, nan, nan"
723,더 록,The Rock,"러시아 연방, 미국, 대한민국",102분,2013.03.14 개봉,9.35,마이클 베이,15세 관람가,"김보성, 표도르 예멜리야넨코, 룻거 하우어, 마이클 매드슨, 브라힘 아캅바케, nan, nan, nan, nan"
724,다크 나이트,The Dark Knight,홍콩,100분,1994.02.05 개봉,9.34,크리스토퍼 놀란,15세 관람가,"성룡, 적룡, 유덕화, 매염방, None, nan, nan, nan, nan"
